element,name,team,position,round,total_points,value,minutes,was_home,opponent_team,kickoff_time_formatted,team_h_score,team_a_score,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,ea_index,open_play_crosses,big_chances_created,clearances_blocks_interceptions,recoveries,key_passes,tackles,winning_goals,attempted_passes,completed_passes,penalties_conceded,big_chances_missed,errors_leading_to_goal,errors_leading_to_goal_attempt,tackled,offside,target_missed,fouls,dribbles,transfers_balance,selected,transfers_in,transfers_out
2,Cech,Arsenal,Goalkeeper,15,1,5.4,90,True,Man Utd,02 Dec 17:30,1,3,0,0,0,3,0,0,0,0,0,2,0,13,19.2,0.0,0.0,1.9,0,0,0,1,11,0,0,0,16,13,0,0,0,0,0,0,0,0,0,-2189,285346,3400,5589
2,Cech,Arsenal,Goalkeeper,16,2,5.4,90,False,Southampton,10 Dec 12:00,1,1,0,0,0,1,0,0,0,0,0,2,0,16,17.4,0.0,0.0,1.7,0,0,0,5,13,0,0,0,22,17,0,0,0,0,0,0,0,0,0,1643,289513,7814,6171
2,Cech,Arsenal,Goalkeeper,17,6,5.4,90,False,West Ham,13 Dec 20:00,0,0,0,0,1,0,0,0,0,0,0,0,0,22,1.6,0.0,0.0,0.2,0,0,0,2,9,0,0,0,17,12,0,0,0,0,0,0,0,0,0,-3549,286816,1878,5427
2,Cech,Arsenal,Goalkeeper,18,6,5.4,90,True,Newcastle,16 Dec 15:00,1,0,0,0,1,0,0,0,0,0,0,2,0,26,18.4,0.0,0.0,1.8,0,0,0,0,12,0,0,0,24,19,0,0,0,0,0,0,0,0,0,1922,289847,5952,4030
2,Cech,Arsenal,Goalkeeper,19,3,5.4,90,True,Liverpool,22 Dec 19:45,3,3,0,0,0,3,0,0,0,0,0,6,0,21,41.0,0.0,0.0,4.1,0,0,0,1,19,0,0,0,29,14,0,0,1,0,0,0,0,0,0,-5150,286269,2368,7518
2,Cech,Arsenal,Goalkeeper,20,1,5.4,90,False,Crystal Palace,28 Dec 20:00,2,3,0,0,0,2,0,0,0,0,0,0,0,8,1.0,0.0,0.0,0.1,0,0,0,1,6,0,0,0,25,14,0,0,0,0,0,0,0,0,0,-1103,286234,2689,3792
2,Cech,Arsenal,Goalkeeper,21,1,5.4,90,False,West Brom,31 Dec 16:30,1,1,0,0,0,1,0,0,0,1,0,2,0,10,11.8,0.0,0.0,1.2,0,0,0,2,9,0,0,0,24,18,0,0,0,1,0,0,0,0,0,-2657,284610,3685,6342
2,Cech,Arsenal,Goalkeeper,22,2,5.4,90,True,Chelsea,03 Jan 19:45,2,2,0,0,0,2,0,0,0,0,0,4,0,17,34.4,0.0,0.0,3.4,0,0,0,1,9,0,0,0,23,21,0,0,0,0,0,0,0,0,0,-6680,278241,1226,7906
2,Cech,Arsenal,Goalkeeper,23,2,5.4,90,False,Bournemouth,14 Jan 13:30,2,1,0,0,0,2,0,0,0,0,0,3,0,13,16.6,0.0,0.0,1.7,0,0,0,0,12,0,0,0,28,9,0,0,1,0,0,0,0,0,0,-1457,278447,7523,8980
2,Cech,Arsenal,Goalkeeper,24,3,5.4,90,True,Crystal Palace,20 Jan 15:00,4,1,0,0,0,1,0,0,0,0,0,4,0,18,32.2,0.0,0.0,3.2,0,0,0,1,12,0,0,0,24,20,0,0,0,0,0,0,0,0,0,-3251,275975,4218,7469
2,Cech,Arsenal,Goalkeeper,25,1,5.4,90,False,Swansea,30 Jan 19:45,3,1,0,0,0,3,0,0,0,0,0,1,0,8,9.8,0.0,0.0,1.0,0,0,0,1,10,0,0,0,17,14,0,0,1,0,0,0,0,0,0,7817,285384,13973,6156
2,Cech,Arsenal,Goalkeeper,26,2,5.4,69,True,Everton,03 Feb 17:30,5,1,0,0,0,1,0,0,0,0,0,0,0,8,0.4,0.0,0.0,0.0,0,0,0,2,5,0,0,0,17,6,0,0,0,0,0,0,0,0,0,-8870,276847,755,9625
2,Cech,Arsenal,Goalkeeper,27,4,5.4,90,False,Spurs,10 Feb 12:30,1,0,0,0,0,1,0,0,0,0,0,6,0,24,43.4,0.0,0.0,4.3,0,0,0,1,17,0,0,0,39,20,0,0,0,0,0,0,0,0,1,-19845,257265,173,20018
2,Cech,Arsenal,Goalkeeper,28,1,5.3,90,True,Man City,01 Mar 19:45,0,3,0,0,0,3,0,0,0,0,0,2,0,12,20.0,0.0,0.0,2.0,0,0,0,0,8,0,0,0,34,21,0,0,0,0,0,0,0,0,0,-3051,255105,1057,4108
2,Cech,Arsenal,Goalkeeper,29,2,5.3,90,False,Brighton,04 Mar 13:30,2,1,0,0,0,2,0,0,0,0,0,4,0,11,22.6,0.0,0.0,2.3,0,0,0,1,10,0,0,0,32,17,0,0,2,0,0,0,0,0,0,-581,254897,1506,2087
2,Cech,Arsenal,Goalkeeper,30,15,5.3,90,True,Watford,11 Mar 13:30,3,0,0,0,1,0,0,1,0,0,0,4,3,44,50.2,0.0,0.0,5.0,0,0,0,1,9,0,0,0,21,12,0,0,0,0,0,0,0,0,0,-1005,251105,1634,2639
2,Cech,Arsenal,Goalkeeper,32,0,5.3,0,True,Stoke,01 Apr 13:30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10839,264728,14421,3582
2,Cech,Arsenal,Goalkeeper,33,2,5.3,90,True,Southampton,08 Apr 14:15,3,2,0,0,0,2,0,0,0,0,0,5,0,20,33.4,0.0,0.0,3.3,0,0,0,2,10,0,0,0,14,9,0,0,0,0,0,0,0,0,0,1949,267715,7466,5517
2,Cech,Arsenal,Goalkeeper,34,1,5.3,90,False,Newcastle,15 Apr 13:30,2,1,0,0,0,2,0,0,0,0,0,2,0,12,16.2,0.0,0.0,1.6,0,0,0,0,8,0,0,0,28,22,0,0,0,0,0,0,0,0,0,-5394,260963,1400,6794
2,Cech,Arsenal,Goalkeeper,35,0,5.3,0,True,West Ham,22 Apr 13:30,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12209,286064,14569,2360
2,Cech,Arsenal,Goalkeeper,36,0,5.3,0,False,Man Utd,29 Apr 16:30,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9827,264754,519,10346
2,Cech,Arsenal,Goalkeeper,37,6,5.3,90,True,Burnley,06 May 16:30,5,0,0,0,1,0,0,0,0,0,0,2,0,26,17.2,0.0,0.0,1.7,0,0,0,2,11,0,0,0,25,18,0,0,0,0,0,0,0,0,0,-2673,262253,2037,4710
2,Cech,Arsenal,Goalkeeper,37,3,5.3,90,False,Leicester,09 May 19:45,3,1,0,0,0,3,0,0,0,0,0,7,0,25,48.2,0.0,0.0,4.8,0,0,0,0,10,0,0,0,30,21,0,0,0,0,0,0,0,0,0,-2673,262253,2037,4710
2,Cech,Arsenal,Goalkeeper,38,0,5.3,0,False,Huddersfield,13 May 15:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,845,263510,2534,1689
3,Martinez,Arsenal,Goalkeeper,1,0,4.0,0,True,Leicester,11 Aug 19:45,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43837,0,0
3,Martinez,Arsenal,Goalkeeper,2,0,4.0,0,False,Stoke,19 Aug 17:30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5465,42898,111,5576
3,Martinez,Arsenal,Goalkeeper,3,0,4.0,0,False,Liverpool,27 Aug 16:00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3581,42087,101,3682
3,Martinez,Arsenal,Goalkeeper,4,0,4.0,0,True,Bournemouth,09 Sep 15:00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2948,42382,103,3051
3,Martinez,Arsenal,Goalkeeper,5,0,4.0,0,False,Chelsea,17 Sep 13:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1904,41537,81,1985
3,Martinez,Arsenal,Goalkeeper,6,0,4.0,0,True,West Brom,25 Sep 20:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1739,40202,139,1878
3,Martinez,Arsenal,Goalkeeper,7,0,4.0,0,True,Brighton,01 Oct 12:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1297,39271,156,1453
3,Martinez,Arsenal,Goalkeeper,8,0,4.0,0,False,Watford,14 Oct 17:30,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1167,38476,104,1271
3,Martinez,Arsenal,Goalkeeper,9,0,4.0,0,False,Everton,22 Oct 13:30,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-645,37985,31,676
3,Martinez,Arsenal,Goalkeeper,10,0,4.0,0,True,Swansea,28 Oct 15:00,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-802,37401,42,844
3,Martinez,Arsenal,Goalkeeper,11,0,4.0,0,False,Man City,05 Nov 14:15,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-648,36944,29,677
3,Martinez,Arsenal,Goalkeeper,12,0,4.0,0,True,Spurs,18 Nov 12:30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-661,36594,34,695
3,Martinez,Arsenal,Goalkeeper,13,0,4.0,0,False,Burnley,26 Nov 14:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-425,36345,30,455
3,Martinez,Arsenal,Goalkeeper,14,0,4.0,0,True,Huddersfield,29 Nov 19:45,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-344,36127,17,361
3,Martinez,Arsenal,Goalkeeper,15,0,4.0,0,True,Man Utd,02 Dec 17:30,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-364,35911,21,385
3,Martinez,Arsenal,Goalkeeper,16,0,4.0,0,False,Southampton,10 Dec 12:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-469,35636,31,500
3,Martinez,Arsenal,Goalkeeper,17,0,4.0,0,False,West Ham,13 Dec 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-247,35507,25,272
3,Martinez,Arsenal,Goalkeeper,18,0,4.0,0,True,Newcastle,16 Dec 15:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-275,35357,18,293
3,Martinez,Arsenal,Goalkeeper,19,0,4.0,0,True,Liverpool,22 Dec 19:45,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-419,35157,27,446
